event.master_deck,event.relics,event.victory,event.character_chosen,event.items_purchased,event.ascension_level,event.gold_per_floor,event.potions_obtained
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Backstab"",""Dagger Spray"",""Flying Knee"",""Noxious Fumes+1"",""Dash+1"",""Dagger Spray"",""A Thousand Cuts+1"",""Sucker Punch"",""Doubt"",""Footwork"",""Infinite Blades"",""Crippling Poison"",""Blur"",""Phantasmal Killer"",""Masterful Stab"",""Crippling Poison"",""Bouncing Flask"",""Crippling Poison"",""Riddle With Holes"",""Poisoned Stab"",""Dagger Spray+1"",""Riddle With Holes"",""Poisoned Stab"",""Footwork""]","[""Ring of the Snake"",""NeowsBlessing"",""Sundial"",""Bag of Preparation"",""Orrery"",""Red Mask"",""MutagenicStrength"",""Happy Flower"",""Oddly Smooth Stone"",""Shuriken""]",false,THE_SILENT,"[""Noxious Fumes"",""Dash"",""Dagger Spray"",""Infinite Blades"",""Crippling Poison"",""Blur"",""Oddly Smooth Stone"",""Riddle With Holes""]",0,"[113,166,179,196,27,27,27,27,54,64,81,256,275,49,49,150,150,169,199,199,199,9,9,27,27,27,27,45,45,45,45]","[{""floor"":4,""key"":""Poison Potion""},{""floor"":10,""key"":""AttackPotion""},{""floor"":16,""key"":""Block Potion""},{""floor"":19,""key"":""FairyPotion""},{""floor"":24,""key"":""Dexterity Potion""}]"
"[""AscendersBane"",""Strike_B"",""Strike_B"",""Strike_B+1"",""Defend_B"",""Defend_B+1"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Loop"",""Glacier"",""Barrage"",""Ball Lightning"",""Gash"",""Creative AI"",""Go for the Eyes+1"",""Coolheaded""]","[""Cracked Core"",""Matryoshka"",""Ancient Tea Set"",""Art of War"",""Centennial Puzzle"",""Omamori"",""Bronze Scales"",""Velvet Choker""]",false,DEFECT,"[""Fire Potion"",""Barrage""]",20,"[113,188,78,94,94,123,123,139,139,172,189,189,217,240,240,314,314,329,348,368,368,368]","[{""floor"":1,""key"":""Weak Potion""},{""floor"":11,""key"":""FocusPotion""},{""floor"":16,""key"":""Strength Potion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Reckless Charge"",""Armaments"",""Carnage"",""Evolve"",""Clash"",""Dropkick"",""Feel No Pain+1"",""Berserk"",""Apotheosis+1"",""Inflame"",""Corruption"",""Whirlwind"",""Sentinel"",""Barricade+1"",""Heavy Blade+1"",""Searing Blow+1"",""Purity"",""Carnage"",""Rage"",""Carnage+1"",""Rampage"",""Burning Pact+1""]","[""Burning Blood"",""Charon's Ashes"",""Oddly Smooth Stone"",""MawBank"",""Boot"",""Orichalcum"",""Runic Cube"",""Ornamental Fan""]",false,IRONCLAD,"[""Apotheosis"",""Inflame"",""Carnage"",""Rage""]",1,"[117,131,151,151,167,201,212,241,277,56,56,72,89,121,121,217,217,230,243,243,53,77,77,87,12,12,28,47,47,47,47]","[{""floor"":2.0,""key"":""Dexterity Potion""},{""floor"":3.0,""key"":""FearPotion""},{""floor"":6.0,""key"":""Explosive Potion""},{""floor"":8.0,""key"":""Strength Potion""},{""floor"":13.0,""key"":""Fire Potion""},{""floor"":18.0,""key"":""AttackPotion""},{""floor"":24.0,""key"":""Fire Potion""},{""floor"":28,""key"":""Strength Potion""}]"
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Pommel Strike"",""Inflame+1"",""Battle Trance"",""Burning Pact"",""Armaments+1"",""Sentinel"",""Second Wind""]","[""Burning Blood"",""NeowsBlessing"",""Golden Idol"",""Boot"",""Dodecahedron"",""Bottled Flame"",""Membership Card""]",false,IRONCLAD,"[""Inflame"",""Membership Card""]",20,"[117,192,192,41,64,98,98,139,214,238,21,35,50,74,74,74,74]","[{""floor"":10,""key"":""EssenceOfSteel""},{""floor"":12,""key"":""SteroidPotion""},{""floor"":13,""key"":""Weak Potion""},{""floor"":14,""key"":""EntropicBrew""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash""]","[""Burning Blood""]",false,IRONCLAD,[],0,"[99,99]",[]
"[""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Survivor+1"",""Neutralize+1"",""Cloak And Dagger+1"",""Cloak And Dagger+1"",""Blade Dance+1"",""Finisher+1"",""Well Laid Plans+1"",""Slice+1"",""Tools of the Trade+1"",""Accuracy+1"",""Blade Dance+1"",""Cloak And Dagger+1"",""Accuracy+1"",""Cloak And Dagger+1"",""Accuracy+1"",""Accuracy+1"",""Blade Dance+1"",""Blade Dance+1"",""Cloak And Dagger+1""]","[""Ring of the Snake"",""Ninja Scroll"",""Anchor"",""Art of War"",""Ectoplasm"",""Ornamental Fan"",""Prayer Wheel"",""Matryoshka"",""MawBank"",""Sozu"",""WingedGreaves"",""Blue Candle"",""Bag of Preparation"",""Sundial"",""Mark of the Bloom"",""Red Mask"",""Pen Nib""]",false,THE_SILENT,"[""Cloak And Dagger"",""Blade Dance"",""Ornamental Fan""]",0,"[113,125,0,15,27,59,134,134,179,179,198,233,252,252,252,349,349,319,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0]","[{""floor"":2.0,""key"":""GamblersBrew""},{""floor"":11,""key"":""SteroidPotion""},{""floor"":12,""key"":""SkillPotion""},{""floor"":18,""key"":""Fire Potion""},{""floor"":24,""key"":""Explosive Potion""},{""floor"":28,""key"":""AttackPotion""},{""floor"":33,""key"":""Weak Potion""}]"
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash+1"",""Twin Strike"",""Whirlwind"",""Inflame+1"",""Twin Strike"",""Iron Wave"",""Flex+1"",""Offering"",""Armaments+1"",""Perfected Strike"",""Wild Strike"",""Shrug It Off+1"",""Shrug It Off+1"",""Iron Wave"",""Battle Trance"",""Iron Wave"",""Shrug It Off"",""Headbutt+1"",""Shockwave"",""Decay""]","[""Burning Blood"",""Singing Bowl"",""Orrery"",""MawBank"",""Meat on the Bone""]",false,IRONCLAD,"[""Impervious"",""Iron Wave"",""Strength Potion""]",11,"[111,121,121,135,155,155,230,10,10,10,27,27,27,27,27,129,129,145,0,0,17,29,29,60,72,163,175,198,220,246,258,270,282,282]","[{""floor"":0,""key"":""Fire Potion""},{""floor"":0,""key"":""SteroidPotion""},{""floor"":4,""key"":""GamblersBrew""},{""floor"":11,""key"":""EssenceOfSteel""},{""floor"":22,""key"":""Fire Potion""},{""floor"":24,""key"":""Swift Potion""},{""floor"":29,""key"":""Regen Potion""}]"
"[""AscendersBane"",""Strike_R+1"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Reaper+1"",""Dropkick"",""Spot Weakness"",""Headbutt"",""Thunderclap"",""Sentinel"",""Shrug It Off"",""Warcry"",""Shrug It Off"",""Fiend Fire"",""Inflame"",""Whirlwind"",""Shrug It Off"",""Havoc"",""Twin Strike"",""Disarm+1"",""Dark Embrace+1"",""True Grit"",""Corruption+1"",""Flame Barrier+1"",""Rupture"",""Dropkick"",""Impervious"",""Sentinel"",""Dark Embrace"",""Shrug It Off+1"",""Armaments+1"",""Power Through+1"",""Madness+1"",""Discovery+1""]","[""Black Blood"",""Smiling Mask"",""Bag of Marbles"",""Ancient Tea Set"",""Orrery"",""Nilry's Codex"",""Bird Faced Urn"",""Gremlin Horn"",""Juzu Bracelet"",""Art of War"",""WingedGreaves"",""Shovel"",""Toxic Egg 2"",""Girya"",""Pen Nib"",""Nunchaku"",""The Courier"",""Prayer Wheel"",""Blue Candle"",""Shuriken""]",false,IRONCLAD,"[""Shrug It Off"",""Shrug It Off"",""Regen Potion"",""Shovel"",""Fire Potion"",""Discovery+1""]",16,"[119,132,132,132,152,152,184,184,209,222,240,133,193,32,32,110,110,126,126,41,55,74,74,84,84,84,101,127,127,153,165,165,242,242,255,268,368,368,40,40,73,73,125,125,125,158,205,205,205,205,205,205,37,66,66,66]","[{""floor"":5.0,""key"":""Block Potion""},{""floor"":7.0,""key"":""Fire Potion""},{""floor"":10.0,""key"":""Strength Potion""},{""floor"":13.0,""key"":""SmokeBomb""},{""floor"":21.0,""key"":""Ancient Potion""},{""floor"":24.0,""key"":""Swift Potion""},{""floor"":27.0,""key"":""BloodPotion""},{""floor"":33.0,""key"":""Dexterity Potion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Iron Wave"",""Heavy Blade"",""Seeing Red+1"",""Clothesline"",""Iron Wave"",""Iron Wave"",""Intimidate""]","[""Burning Blood"",""Golden Idol"",""Lantern"",""Boot"",""Strawberry""]",false,IRONCLAD,"[""Heavy Blade""]",2,"[111,111,111,111,88,122,122,155,178,178,193,193,213,229,229,229,229]","[{""floor"":8,""key"":""Block Potion""},{""floor"":13,""key"":""Fire Potion""}]"
"[""Bash+1"",""Searing Blow+1"",""Flex"",""Spot Weakness"",""Entrench"",""Berserk"",""Flex"",""Sentinel"",""Juggernaut"",""Spot Weakness"",""Warcry"",""Entrench"",""Whirlwind"",""Impervious"",""Sever Soul"",""Reckless Charge"",""Sever Soul"",""Reckless Charge"",""Uppercut+1""]","[""Burning Blood"",""War Paint"",""Pen Nib"",""Letter Opener"",""Incense Burner"",""HandDrill"",""Pandora's Box"",""Du-Vu Doll""]",false,IRONCLAD,"[""HandDrill""]",0,"[116,141,141,156,171,171,201,201,201,165,183,208,5,23,23,121,121,136,51,51,51]","[{""floor"":4,""key"":""PowerPotion""},{""floor"":5,""key"":""BloodPotion""},{""floor"":11,""key"":""LiquidBronze""},{""floor"":14,""key"":""SteroidPotion""},{""floor"":18,""key"":""Explosive Potion""}]"
"[""Defend_G"",""Defend_G+1"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Bouncing Flask"",""Footwork"",""Neutralize"",""Discovery+1"",""Burst+1"",""Cloak And Dagger"",""Crippling Poison"",""Poisoned Stab"",""Sucker Punch"",""Escape Plan"",""PiercingWail"",""Malaise"",""Setup+1"",""Doppelganger+1"",""Flying Knee+1"",""Concentrate+1""]","[""Ring of the Snake"",""Tiny Chest"",""War Paint"",""Regal Pillow"",""Astrolabe""]",false,THE_SILENT,[],0,"[19,19,30,30,42,99,117,129,153,169,169,186,261,312,312,416,416,426,426,426]","[{""floor"":5,""key"":""GhostInAJar""},{""floor"":6,""key"":""Poison Potion""},{""floor"":10,""key"":""Block Potion""},{""floor"":16,""key"":""EssenceOfSteel""},{""floor"":18,""key"":""Fire Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Doppelganger"",""Sucker Punch"",""Injury"",""Doubt"",""A Thousand Cuts"",""Blade Dance"",""Blur"",""PiercingWail"",""Dagger Throw""]","[""Ring of the Snake"",""Golden Idol"",""Smiling Mask"",""Bronze Scales"",""Chemical X""]",false,THE_SILENT,"[""Chemical X""]",0,"[10,10,185,185,200,240,254,254,281,74,90,90,90]","[{""floor"":5,""key"":""AttackPotion""},{""floor"":6,""key"":""Explosive Potion""},{""floor"":11,""key"":""GamblersBrew""}]"
"[""Strike_R+1"",""Defend_R"",""Defend_R"",""Bash"",""Iron Wave"",""Iron Wave+1"",""Flame Barrier+1"",""Armaments"",""Heavy Blade+1"",""Armaments"",""Body Slam+1"",""Pommel Strike+1"",""Rampage+1"",""Sword Boomerang"",""Pummel"",""Bludgeon+1"",""Entrench+1"",""Blood for Blood+1"",""Flex"",""Barricade+1"",""Uppercut+1"",""Perfected Strike+1"",""Feel No Pain+1"",""Seeing Red+1"",""Disarm+1"",""Flex+1"",""Warcry"",""Enlightenment+1"",""Fire Breathing+1"",""Sever Soul+1"",""Dropkick"",""Burning Pact"",""Clothesline+1"",""Clash+1"",""Demon Form+1"",""Blood for Blood+1"",""Anger+1"",""Inflame"",""Intimidate+1"",""Iron Wave+1"",""Ghostly Armor+1"",""Blood for Blood+1"",""Seeing Red+1"",""Heavy Blade+1"",""Body Slam+1"",""Body Slam+1""]","[""Burning Blood"",""Prayer Wheel"",""Dead Branch"",""Anchor"",""Vajra"",""Astrolabe"",""Whetstone"",""Champion Belt"",""Eternal Feather"",""Charon's Ashes"",""Art of War"",""Oddly Smooth Stone"",""Lantern""]",true,IRONCLAD,"[""Entrench"",""Blood for Blood"",""Enlightenment"",""Dropkick"",""Block Potion"",""Block Potion"",""Lantern""]",1,"[115,133,153,167,187,187,205,236,236,236,4,4,37,37,37,139,139,150,163,123,136,41,41,76,76,76,88,50,62,62,72,72,173,173,189,189,202,221,321,321,332,332,332,346,346,346,359,10,10,10]","[{""floor"":4.0,""key"":""Block Potion""},{""floor"":5.0,""key"":""SkillPotion""},{""floor"":7.0,""key"":""BloodPotion""},{""floor"":16.0,""key"":""Regen Potion""},{""floor"":19.0,""key"":""AttackPotion""},{""floor"":24.0,""key"":""SkillPotion""},{""floor"":27.0,""key"":""Ancient Potion""},{""floor"":31.0,""key"":""Block Potion""},{""floor"":35.0,""key"":""PowerPotion""},{""floor"":38.0,""key"":""AttackPotion""},{""floor"":41.0,""key"":""SkillPotion""},{""floor"":47,""key"":""Energy Potion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Madness"",""Darkness"",""Defragment"",""Jack Of All Trades"",""Glacier"",""Hyperbeam"",""Electrodynamics"",""Decay"",""Parasite"",""White Noise+1"",""Self Repair+1"",""HandOfGreed""]","[""Cracked Core"",""Happy Flower"",""Regal Pillow"",""Calling Bell"",""Strawberry"",""The Courier"",""WingedGreaves"",""Lee's Waffle"",""Tiny Chest"",""Potion Belt""]",false,DEFECT,"[""Jack Of All Trades"",""Glacier"",""Lee's Waffle"",""HandOfGreed"",""FearPotion""]",0,"[110,130,149,165,179,179,213,213,237,249,126,138,138,149,149,244,244,254,40,139,139,139,204,204,14,38,38,38]","[{""floor"":4,""key"":""PowerPotion""},{""floor"":5,""key"":""SkillPotion""},{""floor"":10,""key"":""GamblersBrew""},{""floor"":12,""key"":""Ancient Potion""}]"
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Cleave+1"",""Inflame"",""Limit Break""]","[""Burning Blood"",""NeowsBlessing"",""Bag of Marbles"",""Bronze Scales"",""Frozen Egg 2"",""Tiny Chest"",""Eternal Feather""]",false,IRONCLAD,"[""Frozen Egg 2""]",18,"[109,128,203,203,222,222,255,255,279,15,15,15,76,88,88,167,167,187,187,187,187]","[{""floor"":2,""key"":""Regen Potion""},{""floor"":7,""key"":""Block Potion""},{""floor"":13,""key"":""Explosive Potion""},{""floor"":14,""key"":""Explosive Potion""},{""floor"":18,""key"":""Ancient Potion""}]"
"[""AscendersBane"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast"",""Sunder"",""Conserve Battery"",""Gash+1"",""Beam Cell"",""Compile Driver"",""Turbo"",""Beam Cell"",""Reinforced Body"",""Streamline+1"",""Chill+1"",""Seek+1"",""Go for the Eyes+1"",""Beam Cell+1"",""Bite+1"",""Bite+1"",""Bite+1"",""Bite+1"",""Bite+1"",""Decay"",""Beam Cell+1"",""Sweeping Beam+1"",""All For One+1"",""Self Repair"",""Steam+1"",""Creative AI+1"",""Reinforced Body"",""Stack+1"",""Gash+1"",""Thunder Strike+1"",""Steam+1"",""Capacitor"",""Streamline+1"",""Madness"",""Madness+1"",""Reboot""]","[""Cracked Core"",""Bag of Preparation"",""Juzu Bracelet"",""Vajra"",""Shuriken"",""Molten Egg 2"",""Black Star"",""Red Mask"",""Gremlin Horn"",""Centennial Puzzle"",""Kunai"",""Lizard Tail"",""Matryoshka"",""Letter Opener"",""Pen Nib"",""Blue Candle"",""Bronze Scales""]",true,DEFECT,"[""Molten Egg 2"",""Streamline+1"",""Gash+1"",""Matryoshka""]",18,"[111,130,141,106,122,147,157,174,227,227,253,324,20,35,35,112,112,125,154,154,154,173,173,193,222,290,290,306,306,306,319,319,398,398,409,428,378,394,72,103,116,116,116,131,131,145,145,165,165,165]","[{""floor"":2,""key"":""AttackPotion""},{""floor"":5,""key"":""GamblersBrew""},{""floor"":6,""key"":""Strength Potion""},{""floor"":11,""key"":""Block Potion""},{""floor"":16,""key"":""Fire Potion""},{""floor"":22,""key"":""Block Potion""},{""floor"":33,""key"":""FocusPotion""},{""floor"":40,""key"":""GamblersBrew""},{""floor"":41,""key"":""SpeedPotion""},{""floor"":44,""key"":""Dexterity Potion""},{""floor"":46,""key"":""AttackPotion""},{""floor"":48,""key"":""LiquidBronze""}]"
"[""AscendersBane"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize""]","[""Ring of the Snake""]",false,THE_SILENT,[],19,"[99,99]",[]
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash+1"",""Pommel Strike"",""Disarm"",""Shockwave+1"",""Armaments+1"",""Flame Barrier"",""Rampage"",""Clothesline"",""Anger"",""Reckless Charge"",""Feed"",""Combust"",""Metallicize"",""Seeing Red""]","[""Burning Blood"",""Matryoshka"",""Orichalcum"",""Anchor"",""Sundial"",""Philosopher's Stone"",""Nloth's Gift"",""Paper Frog""]",false,IRONCLAD,"[""Disarm"",""Anger"",""Reckless Charge"",""Metallicize""]",15,"[117,117,37,55,66,96,96,128,128,139,139,170,70,83,83,159,159,169,16,27,27,41,72,72,72]","[{""floor"":1,""key"":""LiquidBronze""},{""floor"":6,""key"":""Regen Potion""},{""floor"":10,""key"":""SpeedPotion""},{""floor"":18,""key"":""LiquidBronze""},{""floor"":22,""key"":""BloodPotion""},{""floor"":23,""key"":""Fruit Juice""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast""]","[""Runic Dome""]",false,DEFECT,[],5,"[99,99]",[]
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""Infinite Blades+1"",""Footwork+1"",""Sucker Punch"",""Dagger Throw"",""Backflip"",""Flying Knee"",""Quick Slash"",""Die Die Die+1"",""Envenom+1"",""Terror+1"",""Noxious Fumes"",""Accuracy+1"",""Poisoned Stab"",""Cloak And Dagger+1"",""Storm of Steel"",""Outmaneuver"",""Footwork"",""Cloak And Dagger"",""Blade Dance+1"",""Slice+1"",""Cloak And Dagger+1"",""Catalyst+1""]","[""Ring of the Snake"",""Regal Pillow"",""Orichalcum"",""Potion Belt"",""Tiny Chest"",""The Specimen"",""WristBlade"",""Happy Flower"",""Art of War"",""Lizard Tail"",""Snake Skull"",""Torii"",""Girya"",""The Courier"",""Pear"",""Bag of Preparation""]",false,THE_SILENT,"[""Footwork"",""Noxious Fumes"",""Accuracy"",""Snake Skull"",""Footwork"",""Cloak And Dagger""]",0,"[111,111,35,53,71,71,102,122,145,145,207,207,222,257,257,359,359,370,220,145,244,65,65,65,65,114,114,133,133,143,170,170,270,270,282,2,2,13,60,60,94,94,94,112,141,141,141]","[{""floor"":1,""key"":""PowerPotion""},{""floor"":5,""key"":""EssenceOfSteel""},{""floor"":7,""key"":""Block Potion""},{""floor"":11,""key"":""Dexterity Potion""},{""floor"":16,""key"":""Weak Potion""},{""floor"":28,""key"":""Weak Potion""},{""floor"":30,""key"":""SkillPotion""},{""floor"":35,""key"":""Regen Potion""},{""floor"":41,""key"":""Block Potion""},{""floor"":44,""key"":""PowerPotion""}]"
"[""AscendersBane"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Survivor"",""Neutralize"",""Poisoned Stab"",""Glass Knife"",""Crippling Poison+1"",""Dash"",""After Image"",""Catalyst+1"",""Well Laid Plans"",""Calculated Gamble"",""Catalyst+1"",""Backflip"",""Malaise"",""Backflip"",""Noxious Fumes"",""Adrenaline"",""Backflip"",""Night Terror"",""PiercingWail"",""PiercingWail"",""Footwork+1"",""Catalyst"",""Noxious Fumes""]","[""Ring of the Serpent"",""Calipers"",""Singing Bowl"",""Lantern"",""Velvet Choker"",""Ancient Tea Set"",""Bird Faced Urn"",""Strawberry"",""Bottled Tornado"",""Unceasing Top""]",false,THE_SILENT,"[""Crippling Poison"",""Dash"",""Well Laid Plans"",""Calculated Gamble"",""Noxious Fumes"",""Backflip"",""Noxious Fumes""]",20,"[362,375,386,185,198,225,225,258,258,27,59,24,37,37,37,108,108,118,128,148,71,87,106,106,132,132,148,148,167,167,16,16,90,90,103,120,130,148,164,164,197,197,197,197,217,217,233,252,252,252,252,252,252,22,53,53,53]","[{""floor"":1.0,""key"":""Explosive Potion""},{""floor"":5.0,""key"":""Ancient Potion""},{""floor"":8.0,""key"":""SkillPotion""},{""floor"":16.0,""key"":""Fire Potion""},{""floor"":19.0,""key"":""SpeedPotion""},{""floor"":22.0,""key"":""FearPotion""},{""floor"":29,""key"":""Dexterity Potion""},{""floor"":33,""key"":""Weak Potion""},{""floor"":36,""key"":""EssenceOfSteel""},{""floor"":37,""key"":""Poison Potion""},{""floor"":39,""key"":""Fire Potion""}]"
"[""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast"",""Capacitor+1"",""Consume"",""Thunder Strike"",""Conserve Battery"",""Electrodynamics"",""Ball Lightning+1"",""Creative AI"",""Double Energy"",""Genetic Algorithm"",""Conserve Battery"",""Loop+1"",""Meteor Strike""]","[""Cracked Core"",""NeowsBlessing"",""Golden Idol"",""Boot"",""Question Card"",""Strawberry"",""Bronze Scales"",""Regal Pillow"",""Runic Pyramid"",""Mercury Hourglass"",""Frozen Egg 2"",""Centennial Puzzle""]",false,DEFECT,"[""Consume"",""Mercury Hourglass""]",0,"[114,40,115,115,115,158,176,176,201,126,151,151,174,217,217,340,340,365,380,29,29,29,29,67,67,94,117,137,158,183,183,183,183,183]","[{""floor"":7,""key"":""AttackPotion""},{""floor"":11,""key"":""Strength Potion""},{""floor"":14,""key"":""FearPotion""},{""floor"":24,""key"":""Fire Potion""},{""floor"":27,""key"":""GamblersBrew""},{""floor"":29,""key"":""SpeedPotion""},{""floor"":30,""key"":""Poison Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize""]","[""Ring of the Snake""]",false,THE_SILENT,[],3,"[16,16,16]",[]
"[""AscendersBane"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Outmaneuver"",""Cloak And Dagger+1"",""Accuracy+1"",""Poisoned Stab"",""Malaise+1"",""Wraith Form v2"",""Terror"",""Backflip""]","[""Ring of the Snake"",""NeowsBlessing"",""Pear"",""Omamori"",""Oddly Smooth Stone"",""The Courier""]",false,THE_SILENT,[],15,"[118,118,137,62,62,91,111,111,111,145,145,145,162,177,177,177,177]","[{""floor"":1,""key"":""SteroidPotion""},{""floor"":6,""key"":""Weak Potion""},{""floor"":10,""key"":""AttackPotion""},{""floor"":13,""key"":""AttackPotion""}]"
